Age_group,Area,FamilyStatus,Education,Income,Religion,Gender,Frequency-YouTube,Frequency-Facebook,Frequency-TikTok,Frequency-Twitter,Frequency-Instagram,Frequency-LinkedIn,Frequency-WhatsApp,ID,B-YouTube,B-Facebook,B-TikTok,B-Twitter,B-Instagram,B-LinkedIn,B-WhatsApp,Age_group-num,Income-num,Frequency-Instagram-num,Frequency-Facebook-num,Frequency-Twitter-num,Frequency-YouTube-num
31-39,Tel Aviv,Single,Secondary,Similar to Average,Jewish - Secular,Male,Daily,Daily,Daily,Not Using,Not Using,Not Using,Daily,644,1,1,1,0,0,0,1,36,5580,0,31,0,31
18-24,South,Single,Secondary,Way below Average,Jewish - Secular,Female,Several times a week,Several times a week,Not Using,Not Using,Daily,Not Using,Daily,645,1,1,0,0,1,0,1,24,1934,29,19,0,19
25-30,Haifa,Single,Secondary,Way below Average,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Not Using,Not Using,Daily,646,1,1,0,0,0,0,1,30,1381,0,31,0,30
25-30,Tel Aviv,Single,Academic,Above Average,Jewish - Secular,Female,Several times a week,Daily,Not Using,Not Using,Several times a week,Not Using,Daily,647,1,1,0,0,1,0,1,29,9291,18,30,0,15
25-30,South,Single,Academic,Similar to Average,Jewish - Traditional,Female,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,648,1,0,0,0,0,0,1,26,6641,0,0,0,30
25-30,Center,Single,Academic,Similar to Average,Jewish - Secular,Female,Several times a week,Daily,Not Using,Not Using,Daily,Not Using,Daily,649,1,1,0,0,1,0,1,25,5952,30,29,0,27
50-64,Center,Single,Academic,below Average,Jewish - Secular,Female,Several times a week,Several times a week,Not Using,Not Using,Less often,Less often,Several times a week,650,1,1,0,0,1,1,1,51,4347,1,18,0,22
65+,Center,Married,Secondary,below Average,Jewish - Secular,Female,Several times a week,Several times a week,Several times a week,Less often,Not Using,Not Using,Daily,651,1,1,1,1,0,0,1,75,3635,0,16,4,26
40-49,Center,Single,Academic,Way Above Average,Jewish - Secular,Male,Several times a week,Daily,Not Using,Daily,Several times a week,Several times a week,Daily,652,1,1,0,1,1,1,1,49,12219,18,29,31,13
18-24,South,Single,Secondary,below Average,Jewish - Secular,Male,Several times a week,Daily,Daily,Not Using,Daily,Not Using,Daily,653,1,1,1,0,1,0,1,19,3921,29,29,0,19
31-39,Jerusalem,Married,Academic,Other Responses,Jewish - National Religious,Female,Daily,Daily,Several times a week,Less often,Daily,Not Using,Daily,654,1,1,1,1,1,0,1,35,0,29,31,1,29
25-30,North,Single,"Post-secondary (Technician, Engineer, etc.)",Other Responses,Jewish - Orthodox,Male,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,655,1,1,0,0,1,0,1,29,0,30,31,0,31
31-39,North,Single,Academic,Way below Average,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Several times a week,Not Using,Daily,656,1,1,0,0,1,0,1,35,2786,16,31,0,29
40-49,Jerusalem,Single,Secondary,Other Responses,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Not Using,Not Using,Daily,657,1,1,0,0,0,0,1,45,0,0,30,0,31
18-24,Tel Aviv,Single,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Orthodox,Female,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Less often,658,1,0,0,0,0,0,1,20,6356,0,0,0,29
50-64,North,Married,Secondary,Way below Average,Jewish - Orthodox,Male,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,659,1,0,0,0,0,0,1,57,170,0,0,0,30
18-24,Haifa,Single,Academic,Above Average,Jewish - Secular,Female,Several times a week,Daily,Daily,Not Using,Daily,Not Using,Daily,660,1,1,1,0,1,0,1,22,8521,30,29,0,25
31-39,Center,Single,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Secular,Male,Daily,Daily,Not Using,Not Using,Not Using,Not Using,Daily,661,1,1,0,0,0,0,1,31,4487,0,31,0,31
50-64,Haifa,Married,Academic,Similar to Average,Jewish - Traditional,Female,Several times a month,Daily,Less often,Less often,Less often,Less often,Daily,662,1,1,1,1,1,1,1,55,5040,2,30,1,9
18-24,Jerusalem,Single,Secondary,below Average,Jewish - Secular,Male,Several times a week,Several times a week,Several times a week,Not Using,Daily,Not Using,Not Using,663,1,1,1,0,1,0,0,21,4561,31,22,0,27
25-30,South,Married,Secondary,below Average,Jewish - Traditional,Male,Daily,Less often,Less often,Less often,Daily,Less often,Daily,664,1,1,1,1,1,1,1,25,4285,29,2,2,31
25-30,Center,Single,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Traditional,Female,Daily,Daily,Not Using,Not Using,Several times a month,Not Using,Daily,665,1,1,0,0,1,0,1,25,4419,9,30,0,29
40-49,Center,Married,Academic,Way Above Average,Jewish - Secular,Male,Several times a month,Daily,Several times a week,Less often,Daily,Less often,Daily,666,1,1,1,1,1,1,1,43,11955,30,31,1,6
31-39,Haifa,Single,Academic,Similar to Average,Jewish - Traditional,Male,Several times a week,Daily,Several times a week,Not Using,Daily,Not Using,Daily,667,1,1,1,0,1,0,1,34,5984,30,31,0,15
25-30,North,Married,Secondary,below Average,Jewish - Traditional,Female,Daily,Daily,Daily,Daily,Daily,Several times a week,Daily,668,1,1,1,1,1,1,1,30,4148,29,29,29,30
18-24,Center,Single,Secondary,Way Above Average,Jewish - National Religious,Female,Several times a week,Daily,Several times a week,Not Using,Several times a week,Not Using,Daily,669,1,1,1,0,1,0,1,21,11975,24,29,0,22
25-30,Center,Married,"Post-secondary (Technician, Engineer, etc.)",Above Average,Jewish - Orthodox,Male,Several times a week,Several times a week,Daily,Not Using,Not Using,Not Using,Daily,670,1,1,1,0,0,0,1,27,8038,0,18,0,28
40-49,North,Married,Secondary,Way below Average,Jewish - Traditional,Male,Daily,Daily,Daily,Daily,Daily,Several times a week,Daily,671,1,1,1,1,1,1,1,45,2376,29,31,31,30
31-39,Center,Single,Academic,Above Average,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Daily,Several times a week,Daily,672,1,1,0,0,1,1,1,37,9275,31,30,0,30
50-64,Center,Divorced/Separated/Widowed/Single Parent,Academic,Above Average,Jewish - Secular,Female,Several times a month,Several times a month,Not Using,Not Using,Not Using,Not Using,Daily,673,1,1,0,0,0,0,1,60,9200,0,10,0,10
18-24,South,Single,Secondary,Similar to Average,Jewish - National Religious,Male,Daily,Less often,Daily,Several times a month,Daily,Less often,Daily,674,1,1,1,1,1,1,1,19,6626,30,2,6,29
25-30,Center,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - National Religious,Female,Daily,Daily,Not Using,Daily,Several times a week,Not Using,Less often,675,1,1,0,1,1,0,1,26,5914,23,29,29,30
25-30,North,Single,Academic,Similar to Average,Jewish - Secular,Male,Daily,Daily,Daily,Daily,Daily,Not Using,Daily,676,1,1,1,1,1,0,1,27,5454,30,30,29,29
31-39,South,Married,Academic,Way below Average,Jewish - Secular,Male,Daily,Daily,Several times a week,Several times a month,Daily,Several times a month,Daily,677,1,1,1,1,1,1,1,37,37,29,29,10,30
40-49,Haifa,Divorced/Separated/Widowed/Single Parent,Academic,Similar to Average,Jewish - Traditional,Female,Several times a week,Daily,Less often,Several times a month,Several times a month,Not Using,Daily,678,1,1,1,1,1,0,1,42,6712,9,29,7,21
50-64,Haifa,Divorced/Separated/Widowed/Single Parent,Academic,Similar to Average,Jewish - Traditional,Female,Several times a week,Several times a week,Not Using,Less often,Several times a month,Not Using,Daily,679,1,1,0,1,1,0,1,62,5796,6,22,2,20
31-39,Jerusalem,Married,Other Responses,below Average,Jewish - Orthodox,Male,Several times a week,Not Using,Not Using,Several times a week,Several times a week,Not Using,Daily,680,1,0,0,1,1,0,1,32,4989,19,0,11,24
31-39,South,Married,Secondary,Way below Average,Jewish - Traditional,Female,Daily,Daily,Not Using,Not Using,Less often,Not Using,Daily,681,1,1,0,0,1,0,1,34,973,1,30,0,30
50-64,South,Married,Academic,Above Average,Jewish - Secular,Male,Several times a week,Daily,Less often,Not Using,Not Using,Not Using,Daily,682,1,1,1,0,0,0,1,61,8593,0,30,0,20
65+,Center,Married,Academic,Similar to Average,Jewish - Traditional,Male,Daily,Several times a week,Less often,Not Using,Not Using,Not Using,Daily,683,1,1,1,0,0,0,1,72,6138,0,18,0,31
31-39,Haifa,Married,Secondary,Similar to Average,Jewish - Secular,Female,Daily,Daily,Several times a month,Not Using,Daily,Not Using,Daily,684,1,1,1,0,1,0,1,39,6325,31,31,0,31
18-24,South,Single,Elementary education,below Average,Jewish - Secular,Female,Daily,Daily,Less often,Not Using,Daily,Not Using,Daily,685,1,1,1,0,1,0,1,24,3224,31,30,0,30
18-24,Yehoda and Shomron,Single,"Post-secondary (Technician, Engineer, etc.)",Above Average,Jewish - Orthodox,Male,Daily,Less often,Not Using,Not Using,Not Using,Not Using,Daily,686,1,1,0,0,0,0,1,18,8318,0,1,0,29
18-24,North,Single,Secondary,Similar to Average,Jewish - Secular,Female,Daily,Daily,Several times a week,Less often,Daily,Several times a week,Not Using,687,1,1,1,1,1,1,0,20,7397,30,29,4,30
31-39,Jerusalem,Married,Secondary,Similar to Average,Jewish - Secular,Male,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,688,1,1,0,0,1,0,1,39,7163,31,29,0,31
31-39,North,Single,Academic,Above Average,Jewish - Secular,Female,Daily,Less often,Not Using,Not Using,Not Using,Not Using,Daily,689,1,1,0,0,0,0,1,31,10746,0,1,0,30
25-30,Haifa,Single,Secondary,Way Above Average,Jewish - Secular,Male,Several times a month,Daily,Not Using,Not Using,Daily,Not Using,Daily,690,1,1,0,0,1,0,1,25,12592,30,29,0,10
50-64,Center,Married,Secondary,Way below Average,Jewish - Secular,Male,Daily,Daily,Daily,Several times a month,Daily,Less often,Daily,691,1,1,1,1,1,1,1,57,1890,30,31,9,31
50-64,Haifa,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Secular,Male,Daily,Less often,Less often,Less often,Less often,Less often,Daily,692,1,1,1,1,1,1,1,50,3040,3,4,3,31
31-39,North,Other,Academic,Above Average,Jewish - Secular,Female,Daily,Daily,Not Using,Several times a week,Daily,Daily,Daily,693,1,1,0,1,1,1,1,36,9997,30,30,23,30
40-49,Center,Married,Academic,Above Average,Jewish - Secular,Male,Several times a week,Several times a month,Not Using,Several times a week,Less often,Several times a month,Daily,694,1,1,0,1,1,1,1,44,9773,3,7,23,25
25-30,South,Married,Other Responses,Way below Average,Jewish - Orthodox,Female,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,Not Using,695,0,0,0,0,0,0,0,30,1313,0,0,0,0
25-30,Haifa,Single,Academic,Above Average,Jewish - Secular,Male,Daily,Daily,Several times a week,Not Using,Daily,Not Using,Daily,696,1,1,1,0,1,0,1,26,9286,30,29,0,30
18-24,Center,Single,Elementary education,Similar to Average,Jewish - Secular,Female,Daily,Daily,Daily,Less often,Daily,Not Using,Daily,697,1,1,1,1,1,0,1,21,5216,31,29,2,31
50-64,Jerusalem,Married,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Orthodox,Female,Daily,Several times a week,Not Using,Not Using,Not Using,Not Using,Daily,698,1,1,0,0,0,0,1,62,7384,0,23,0,29
65+,Center,Married,Secondary,Way below Average,Jewish - Traditional,Female,Daily,Daily,Not Using,Not Using,Not Using,Not Using,Daily,699,1,1,0,0,0,0,1,80,2140,0,29,0,29
50-64,North,Divorced/Separated/Widowed/Single Parent,Academic,Way below Average,Jewish - Secular,Female,Daily,Daily,Less often,Not Using,Not Using,Less often,Daily,700,1,1,1,0,0,1,1,62,2401,0,30,0,31
31-39,North,Married,Academic,below Average,Jewish - Orthodox,Male,Daily,Several times a week,Several times a month,Daily,Several times a month,Several times a week,Daily,701,1,1,1,1,1,1,1,35,3571,10,27,29,29
25-30,Center,Single,Academic,below Average,Jewish - Secular,Female,Several times a week,Daily,Not Using,Not Using,Not Using,Not Using,Daily,702,1,1,0,0,0,0,1,30,4595,0,30,0,11
40-49,Center,Single,"Post-secondary (Technician, Engineer, etc.)",Other Responses,Jewish - Traditional,Female,Several times a week,Several times a month,Not Using,Not Using,Not Using,Not Using,Daily,703,1,1,0,0,0,0,1,44,0,0,5,0,13
25-30,South,Married,Academic,Similar to Average,Jewish - Secular,Female,Several times a week,Daily,Several times a week,Not Using,Several times a week,Several times a week,Daily,704,1,1,1,0,1,1,1,27,7864,15,30,0,20
31-39,Center,Married,Academic,below Average,Jewish - Secular,Female,Several times a month,Daily,Not Using,Not Using,Daily,Less often,Daily,705,1,1,0,0,1,1,1,35,4705,30,31,0,6
18-24,Tel Aviv,Single,Secondary,Other Responses,Jewish - Traditional,Male,Daily,Daily,Not Using,Not Using,Daily,Not Using,Daily,706,1,1,0,0,1,0,1,21,0,31,29,0,29
65+,Center,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Secular,Male,Several times a week,Several times a week,Not Using,Not Using,Not Using,Several times a week,Daily,707,1,1,0,0,0,1,1,67,3781,0,17,0,28
50-64,South,Single,"Post-secondary (Technician, Engineer, etc.)",Other Responses,Jewish - Secular,Male,Several times a week,Daily,Not Using,Not Using,Not Using,Not Using,Daily,708,1,1,0,0,0,0,1,52,0,0,29,0,12
25-30,Center,Single,Secondary,Way below Average,Jewish - Secular,Male,Several times a week,Daily,Less often,Not Using,Daily,Not Using,Daily,709,1,1,1,0,1,0,1,28,363,29,29,0,23
50-64,Jerusalem,Married,Academic,below Average,Jewish - Orthodox,Male,Daily,Daily,Not Using,Daily,Not Using,Not Using,Daily,710,1,1,0,1,0,0,1,58,3557,0,29,31,30
40-49,Center,Married,Academic,Way Above Average,Jewish - Traditional,Male,Daily,Daily,Daily,Not Using,Not Using,Several times a month,Daily,711,1,1,1,0,0,1,1,41,15287,0,30,0,29
50-64,Center,Married,Secondary,Similar to Average,Jewish - National Religious,Female,Several times a week,Several times a week,Less often,Not Using,Not Using,Not Using,Not Using,712,1,1,1,0,0,0,0,64,7470,0,20,0,12
25-30,Tel Aviv,Married,Academic,Similar to Average,Jewish - Traditional,Male,Several times a month,Several times a month,Not Using,Daily,Not Using,Several times a month,Daily,713,1,1,0,1,0,1,1,25,5700,0,7,30,9
65+,Center,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Traditional,Female,Several times a month,Daily,Less often,Less often,Less often,Less often,Daily,714,1,1,1,1,1,1,1,65,3007,2,30,3,9
18-24,Jerusalem,Single,Academic,Similar to Average,Jewish - Secular,Female,Several times a week,Daily,Daily,Several times a week,Daily,Less often,Daily,715,1,1,1,1,1,1,1,23,7181,30,30,16,26
31-39,Center,Married,Academic,Way Above Average,Jewish - Secular,Male,Several times a week,Daily,Daily,Daily,Several times a week,Several times a week,Daily,716,1,1,1,1,1,1,1,31,11557,28,29,29,27
31-39,Center,Married,Academic,Above Average,Jewish - Secular,Female,Several times a month,Daily,Less often,Not Using,Daily,Several times a month,Daily,717,1,1,1,0,1,1,1,35,8826,29,29,0,9
40-49,North,Married,Academic,Similar to Average,Jewish - Secular,Male,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,718,1,0,0,0,0,0,1,45,7809,0,0,0,29
40-49,South,Married,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Jewish - Secular,Male,Several times a month,Several times a month,Not Using,Not Using,Not Using,Not Using,Daily,719,1,1,0,0,0,0,1,45,1055,0,9,0,9
18-24,Center,Single,Secondary,Way below Average,Jewish - Secular,Female,Daily,Several times a week,Several times a week,Not Using,Daily,Not Using,Daily,720,1,1,1,0,1,0,1,20,2583,31,27,0,31
31-39,Center,Married,Academic,Similar to Average,Jewish - Traditional,Female,Daily,Daily,Less often,Not Using,Daily,Not Using,Not Using,721,1,1,1,0,1,0,0,37,5426,30,29,0,30
18-24,Jerusalem,Single,"Post-secondary (Technician, Engineer, etc.)",Way below Average,Jewish - Traditional,Male,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,722,1,0,0,0,0,0,1,18,2720,0,0,0,29
40-49,Center,Married,Academic,Above Average,Jewish - Secular,Male,Several times a week,Daily,Several times a week,Less often,Daily,Not Using,Daily,723,1,1,1,1,1,0,1,49,10411,30,29,4,17
25-30,Center,Married,Secondary,Way below Average,Jewish - Orthodox,Male,Daily,Daily,Daily,Several times a week,Daily,Not Using,Daily,724,1,1,1,1,1,0,1,30,1575,30,29,18,29
25-30,North,Other,Secondary,below Average,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Several times a week,Not Using,Daily,725,1,1,0,0,1,0,1,28,4951,24,31,0,29
25-30,North,Single,Academic,below Average,Jewish - National Religious,Male,Daily,Daily,Daily,Several times a week,Several times a week,Not Using,Daily,726,1,1,1,1,1,0,1,28,3082,16,31,11,30
25-30,Yehoda and Shomron,Single,Secondary,below Average,Jewish - Secular,Male,Daily,Daily,Not Using,Not Using,Daily,Several times a week,Daily,727,1,1,0,0,1,1,1,29,3356,31,31,0,29
25-30,North,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Traditional,Male,Daily,Daily,Not Using,Not Using,Daily,Daily,Daily,728,1,1,0,0,1,1,1,26,4282,31,31,0,31
40-49,Center,Divorced/Separated/Widowed/Single Parent,Academic,Way below Average,Jewish - Traditional,Female,Several times a month,Daily,Daily,Not Using,Not Using,Not Using,Daily,729,1,1,1,0,0,0,1,43,589,0,29,0,6
18-24,Jerusalem,Single,Academic,Way below Average,Jewish - National Religious,Female,Daily,Daily,Daily,Not Using,Daily,Not Using,Daily,730,1,1,1,0,1,0,1,19,2013,30,31,0,29
18-24,South,Single,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Secular,Female,Several times a week,Daily,Not Using,Not Using,Daily,Not Using,Daily,731,1,1,0,0,1,0,1,19,4548,29,29,0,17
18-24,North,Single,Secondary,below Average,Jewish - Traditional,Male,Daily,Less often,Not Using,Not Using,Daily,Not Using,Daily,732,1,1,0,0,1,0,1,21,3295,31,4,0,29
31-39,Center,Married,Academic,Way Above Average,Jewish - Secular,Male,Daily,Several times a week,Not Using,Daily,Not Using,Several times a month,Daily,733,1,1,0,1,0,1,1,32,16344,0,21,29,29
31-39,Center,Married,"Post-secondary (Technician, Engineer, etc.)",below Average,Jewish - Traditional,Male,Several times a week,Several times a week,Daily,Not Using,Several times a week,Not Using,Daily,734,1,1,1,0,1,0,1,35,4549,13,24,0,27
18-24,Tel Aviv,Single,Secondary,Above Average,Jewish - Secular,Male,Several times a week,Daily,Less often,Less often,Daily,Not Using,Daily,735,1,1,1,1,1,0,1,18,9691,30,31,4,27
25-30,Jerusalem,Single,"Post-secondary (Technician, Engineer, etc.)",Similar to Average,Jewish - Orthodox,Male,Several times a week,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,736,1,0,0,0,0,0,1,28,6137,0,0,0,21
25-30,Center,Single,Secondary,Other Responses,Jewish - Secular,Female,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,737,1,0,0,0,0,0,1,27,0,0,0,0,29
18-24,Haifa,Single,Secondary,Similar to Average,Jewish - Traditional,Male,Daily,Daily,Several times a week,Several times a week,Several times a week,Several times a month,Daily,738,1,1,1,1,1,1,1,23,6257,12,31,21,31
31-39,Tel Aviv,Married,Academic,Way below Average,Jewish - Traditional,Female,Daily,Less often,Less often,Not Using,Not Using,Less often,Daily,739,1,1,1,0,0,1,1,31,2065,0,1,0,29
18-24,Center,Single,Secondary,Other Responses,Jewish - Orthodox,Female,Daily,Not Using,Not Using,Not Using,Not Using,Not Using,Daily,740,1,0,0,0,0,0,1,18,0,0,0,0,31
18-24,North,Single,Secondary,Other Responses,Jewish - Secular,Male,Several times a week,Daily,Not Using,Not Using,Daily,Not Using,Daily,741,1,1,0,0,1,0,1,18,0,31,31,0,25
65+,Tel Aviv,Married,Secondary,Similar to Average,Jewish - Secular,Female,Daily,Daily,Not Using,Not Using,Not Using,Not Using,Daily,742,1,1,0,0,0,0,1,69,5360,0,30,0,29
65+,Tel Aviv,Married,Academic,Similar to Average,Jewish - Secular,Male,Daily,Several times a week,Not Using,Not Using,Not Using,Several times a week,Daily,743,1,1,0,0,0,1,1,68,7914,0,23,0,29
